listing_id,date
40718,2015-10-14
40718,2015-10-19
40718,2015-11-03
40718,2015-12-09
40718,2015-12-14
40718,2016-01-07
40718,2016-01-25
40718,2016-02-08
40718,2016-02-16
40718,2016-04-16
40718,2016-06-07
40718,2016-09-05
40718,2016-11-20
40718,2016-11-28
40718,2016-12-13
40718,2017-01-06
40718,2017-02-24
40718,2017-03-30
40718,2017-05-22
40718,2017-06-19
40718,2017-07-03
40718,2017-08-01
40718,2017-08-26
40718,2017-09-26
40718,2017-09-30
40718,2017-11-18
40718,2017-11-21
40718,2017-11-26
40718,2017-12-10
40718,2017-12-26
40718,2018-01-21
40718,2018-02-07
40718,2018-02-24
40718,2018-03-14
40718,2018-03-25
40718,2018-04-23
40718,2018-05-01
40718,2018-05-06
40718,2018-05-21
40718,2018-06-05
40718,2018-06-27
40718,2018-07-04
40718,2018-07-16
40718,2018-07-21
40718,2018-08-02
40718,2018-08-08
40718,2018-08-12
40718,2018-08-20
40718,2018-09-16
40718,2018-09-21
40718,2018-09-26
40718,2018-10-08
40718,2018-10-11
40718,2018-11-05
40718,2018-11-11
40718,2018-11-19
40718,2018-12-09
40718,2018-12-17
40718,2019-01-02
40718,2019-01-28
40718,2019-02-11
40718,2019-02-24
40718,2019-03-05
40718,2019-03-11
40718,2019-03-24
40718,2019-05-19
40718,2019-06-24
40718,2019-07-23
40916,2010-11-01
40916,2011-02-26
40916,2011-05-23
40916,2011-08-24
40916,2011-10-16
40916,2011-10-28
40916,2011-12-31
40916,2012-04-16
40916,2012-05-06
40916,2012-09-14
40916,2013-04-17
40916,2013-07-02
40916,2014-10-31
40916,2015-03-21
40916,2015-05-04
40916,2015-05-30
40916,2015-06-16
40916,2015-09-27
40916,2015-10-04
40916,2015-10-29
40916,2016-04-24
40916,2016-05-09
40916,2016-07-05
40916,2017-02-27
40916,2018-01-14
40916,2018-01-21
40916,2018-07-15
40916,2018-08-12
40916,2018-08-18
40916,2019-03-13
40916,2019-04-01
40916,2019-04-16
40916,2019-05-12
40916,2019-05-19
40916,2019-06-02
40916,2019-06-09
40916,2019-06-17
40916,2019-07-07
40916,2019-09-16
40916,2019-10-01
40916,2019-10-05
40916,2019-10-13
40916,2019-10-22
40916,2019-11-03
40916,2019-11-24
40916,2019-12-02
40916,2019-12-08
40916,2020-01-05
47957,2010-12-16
47957,2011-01-16
47957,2011-03-07
47957,2011-03-18
47957,2011-04-01
47957,2011-04-13
47957,2011-04-19
47957,2011-05-03
47957,2011-05-12
47957,2011-05-28
47957,2011-07-14
47957,2011-07-22
47957,2011-09-21
47957,2011-10-02
47957,2011-10-27
47957,2011-11-16
47957,2011-11-26
47957,2011-12-06
47957,2011-12-28
47957,2012-01-04
47957,2012-01-07
47957,2012-01-24
47957,2012-03-03
47957,2012-03-20
47957,2012-03-26
47957,2012-05-07
47957,2012-05-22
47957,2012-05-29
47957,2012-06-12
47957,2012-08-09
47957,2012-12-03
47957,2013-03-14
47957,2013-04-30
47957,2013-07-27
47957,2014-10-12
47957,2015-04-27
47957,2015-05-08
47957,2015-07-29
47957,2016-02-29
47957,2016-04-02
47957,2016-04-16
47957,2016-04-26
47957,2016-07-29
47957,2016-12-28
47957,2017-02-11
47957,2017-03-02
47957,2017-03-26
47957,2017-04-06
47957,2017-04-15
47957,2017-04-24
47957,2017-05-03
47957,2017-05-14
47957,2017-06-24
47957,2017-07-22
47957,2018-07-10
59923,2011-09-26
59923,2012-05-27
59923,2014-10-16
59923,2015-06-03
59923,2015-09-29
59923,2015-11-22
59923,2016-05-13
59923,2017-06-04
59923,2017-11-12
59923,2017-11-18
59923,2017-11-26
59923,2018-04-29
59923,2018-11-18
59923,2018-12-09
59923,2019-09-22
59923,2019-09-29
59923,2019-10-05
62423,2018-05-10
62423,2018-05-13
62423,2018-05-23
62423,2018-05-27
62423,2018-06-02
62423,2018-06-05
62423,2018-06-13
62423,2018-06-24
62423,2018-06-29
62423,2018-07-01
62423,2018-07-08
62423,2018-07-11
62423,2018-07-16
62423,2018-08-16
62423,2018-08-26
62423,2018-09-15
62423,2018-09-16
62423,2018-09-23
62423,2018-09-26
62423,2018-10-03
62423,2018-10-09
62423,2018-10-10
62423,2018-10-13
62423,2018-10-17
62423,2018-10-20
62423,2018-10-24
62423,2018-11-14
62423,2018-11-17
62423,2018-11-18
62423,2018-11-25
62423,2018-12-09
62423,2018-12-29
62423,2018-12-31
62423,2019-01-16
62423,2019-01-26
62423,2019-02-03
62423,2019-02-20
62423,2019-02-24
62423,2019-03-05
62423,2019-03-09
62423,2019-03-24
62423,2019-03-31
62423,2019-04-20
62423,2019-04-21
62423,2019-04-29
62423,2019-05-04
62423,2019-05-05
62423,2019-05-11
62423,2019-05-12
62423,2019-05-18
62423,2019-05-19
62423,2019-06-03
62423,2019-06-12
62423,2019-06-15
62423,2019-06-23
62423,2019-07-07
62423,2019-07-29
62423,2019-09-09
62423,2019-09-21
62423,2019-09-22
62423,2019-09-27
62423,2019-09-30
62423,2019-10-08
62423,2019-10-11
62423,2019-10-13
62423,2019-10-19
62423,2019-10-25
62423,2019-11-03
62423,2019-11-11
62423,2019-11-24
62423,2019-11-30
62423,2019-12-02
62423,2019-12-08
62423,2020-01-26
62423,2020-02-02
62423,2020-02-10
62423,2020-02-23
62423,2020-03-04
62423,2020-09-06
62423,2021-04-24
62423,2021-04-29
62423,2021-05-15
62423,2021-05-31
62423,2021-06-10
62423,2021-06-13
62423,2021-06-22
62423,2021-06-28
62423,2021-07-05
62423,2021-07-26
62423,2021-08-07
62423,2021-08-16
62423,2021-08-22
62423,2021-08-25
70059,2011-02-23
70059,2011-06-04
70059,2011-10-08
70059,2011-11-09
70059,2012-01-03
70059,2012-05-20
70059,2012-09-14
70059,2013-04-09
70059,2014-01-07
70059,2014-02-11
70059,2014-10-24
70059,2015-01-05
70059,2015-07-01
70059,2015-07-05
70059,2015-12-07
70059,2016-01-11
70059,2016-03-18
70059,2016-05-30
70059,2017-06-26
70059,2017-07-03
70059,2017-09-10
70059,2017-09-18
70059,2017-11-19
70059,2017-12-10
70059,2018-07-09
70059,2018-12-21
70059,2018-12-30
70059,2019-01-03
70059,2019-03-18
70059,2019-04-15
70059,2019-05-08
70059,2019-05-21
70059,2019-07-08
70059,2019-09-16
70059,2019-09-22
70059,2019-09-29
70059,2019-11-01
70059,2019-12-07
70059,2020-01-02
70059,2020-07-02
70059,2020-08-26
70059,2021-07-18
70059,2021-08-03
70059,2021-08-09
70059,2021-08-15
70059,2021-08-29
70073,2011-10-03
70073,2013-04-29
70073,2014-06-06
70073,2014-06-24
70073,2014-09-30
70073,2016-06-05
70073,2017-05-14
70073,2017-05-30
70073,2017-06-05
70073,2017-06-19
70073,2017-07-05
70073,2017-09-12
70073,2017-09-22
70073,2018-04-23
70073,2018-05-05
70073,2018-05-08
70073,2018-05-22
70073,2018-06-04
70073,2018-09-21
70310,2011-05-03
70310,2012-10-19
70310,2012-12-11
70310,2015-07-08
70310,2015-09-27
70310,2015-12-12
70310,2016-02-08
70310,2016-02-22
70310,2016-02-28
70310,2017-06-21
70310,2017-07-02
70310,2018-05-23
70310,2018-08-21
70310,2018-10-05
70310,2018-11-07
70310,2019-02-09
70310,2019-03-19
70310,2019-05-19
70310,2019-10-11
70310,2019-12-31
70310,2021-06-30
70310,2021-08-28
70315,2013-06-04
70315,2014-10-08
70315,2016-06-01
70315,2019-10-31
70315,2019-12-27
70316,2015-06-28
70316,2015-09-21
70316,2015-10-18
70316,2016-07-13
70316,2018-06-02
70316,2019-01-02
70316,2020-04-30
72150,2011-02-13
72150,2011-06-18
72150,2011-06-29
72150,2011-10-16
72150,2012-10-08
72150,2013-10-16
72150,2014-05-26
72150,2014-06-16
72150,2014-09-15
72150,2014-09-27
72150,2015-02-19
72150,2015-03-27
72150,2015-04-28
72150,2015-06-15
72150,2015-06-22
72150,2015-09-18
72150,2015-09-21
72150,2015-10-06
72150,2015-10-12
72150,2015-10-16
72150,2015-10-28
72150,2015-11-05
72150,2015-11-25
72150,2015-12-09
72150,2016-01-03
72150,2016-03-23
72150,2016-03-25
72150,2016-03-28
72150,2016-04-24
72150,2016-05-09
72150,2016-05-29
72150,2016-06-05
72150,2016-06-12
72150,2016-09-25
72150,2016-10-09
72150,2017-04-02
72150,2017-04-28
72150,2017-05-01
72150,2017-05-14
72150,2017-06-16
72150,2017-06-25
72150,2017-08-08
72150,2017-09-18
72150,2017-10-02
72150,2017-10-08
72150,2017-10-14
72150,2017-10-21
72150,2018-01-21
72150,2018-02-15
72150,2018-02-18
72150,2018-02-25
72150,2018-03-11
72150,2018-04-09
72150,2018-04-22
72150,2018-05-13
72150,2018-06-09
72150,2018-06-13
72150,2018-06-20
72150,2018-06-22
72150,2018-06-25
72150,2018-07-15
72150,2018-07-22
72150,2018-08-17
72150,2018-08-22
72150,2018-10-12
72150,2018-10-14
72150,2018-10-18
72150,2018-10-21
72150,2018-10-24
72150,2018-10-29
72150,2018-11-18
72150,2018-11-25
72150,2018-12-15
72150,2018-12-29
72150,2019-01-01
72150,2019-01-27
72150,2019-03-05
72150,2019-03-11
72150,2019-03-17
72150,2019-04-01
72150,2019-04-05
72150,2019-04-07
72150,2019-04-14
72150,2019-04-19
72150,2019-04-22
72150,2019-05-09
72150,2019-06-03
72150,2019-06-09
72150,2019-06-11
72150,2019-06-13
72150,2019-07-09
72150,2019-07-14
72150,2019-09-09
72150,2019-09-18
72150,2019-09-22
72150,2019-09-28
72150,2019-10-06
72150,2019-10-11
72150,2019-10-19
72150,2019-10-22
72150,2019-10-23
72150,2019-10-27
72150,2019-11-24
72150,2019-12-29
72150,2020-01-01
72150,2020-01-26
72150,2020-07-28
72150,2020-07-31
74352,2017-07-15
74352,2019-01-03
74352,2019-03-15
74352,2019-06-21
74352,2019-08-04
75609,2012-04-23
75609,2013-10-25
75609,2014-06-02
75609,2014-06-27
75609,2014-08-05
75609,2014-08-28
75609,2014-09-15
75609,2014-11-06
75609,2014-11-18
75609,2014-11-25
75609,2014-11-30
75609,2014-12-14
75609,2015-01-12
75609,2015-02-22
75609,2015-03-15
75609,2015-04-28
75609,2015-05-06
75609,2015-05-10
75609,2015-05-14
75609,2015-05-21
75609,2015-05-25
75609,2015-06-03
75609,2015-07-19
75609,2015-08-27
75609,2015-10-05
75609,2015-10-24
75609,2015-10-27
75609,2016-02-03
75609,2016-04-10
75609,2016-05-12
75609,2016-07-05
75609,2016-07-13
75609,2017-03-05
75609,2017-05-02
75609,2017-05-23
75609,2017-05-27
75609,2017-06-26
75609,2017-10-27
75609,2018-04-14
75609,2018-04-22
75609,2018-05-28
75609,2018-10-03
75609,2018-10-07
75609,2018-10-22
75609,2019-01-06
75609,2019-01-11
75609,2019-03-30
75609,2019-05-08
75609,2019-05-18
75609,2019-05-27
75609,2019-05-30
75609,2019-07-18
75609,2019-07-27
75609,2019-11-12
75609,2019-12-25
75609,2020-03-04
82481,2011-05-08
82481,2011-05-17
82481,2011-05-23
82481,2011-06-07
82481,2011-06-19
82481,2011-06-22
82481,2011-07-08
82481,2011-07-16
82481,2011-07-23
82481,2011-09-15
82481,2011-09-20
82481,2011-10-02
82481,2011-10-23
82481,2011-11-14
82481,2011-11-22
82481,2011-11-28
82481,2012-02-06
82481,2012-02-11
82481,2012-03-14
82481,2012-04-02
82481,2012-05-10
82481,2012-05-29
82481,2012-07-05
82481,2012-07-09
82481,2012-09-09
82481,2012-09-22
82481,2012-09-26
82481,2012-10-09
82481,2012-10-16
82481,2013-02-28
82481,2013-03-19
82481,2013-04-01
82481,2013-04-15
82481,2013-05-17
82481,2013-06-08
82481,2013-06-12
82481,2013-07-02
82481,2013-07-08
82481,2013-10-09
82481,2013-10-19
82481,2013-10-25
82481,2013-11-07
82481,2013-11-19
82481,2013-12-09
82481,2013-12-24
82481,2014-02-20
82481,2014-02-26
82481,2014-03-07
82481,2014-03-18
82481,2014-05-20
82481,2014-06-03
82481,2014-06-09
82481,2014-07-01
82481,2014-07-12
82481,2014-08-01
82481,2014-09-07
82481,2014-09-15
82481,2014-09-20
82481,2014-09-29
82481,2014-10-13
82481,2014-10-22
82481,2014-10-29
82481,2014-11-02
82481,2014-11-09
82481,2015-02-02
82481,2015-02-14
82481,2015-03-06
82481,2015-03-15
82481,2015-03-30
82481,2015-04-14
82481,2015-04-18
82481,2015-06-01
82481,2015-06-06
82481,2015-06-16
82481,2015-06-19
82481,2015-06-29
82481,2015-09-25
82481,2015-11-04
82481,2015-12-08
82481,2016-01-18
82481,2016-02-07
82481,2016-02-21
82481,2016-02-26
82481,2016-03-22
82481,2016-04-25
82481,2016-05-08
82481,2016-05-31
82481,2016-06-18
82481,2016-10-10
82481,2016-10-16
82481,2016-10-24
82481,2016-11-09
82481,2016-11-28
82481,2016-12-06
82481,2016-12-18
82481,2017-01-20
82481,2017-02-12
82481,2017-02-28
82481,2017-03-26
82481,2017-04-11
82481,2017-06-12
82481,2017-06-18
82481,2017-07-01
82481,2017-09-11
82481,2017-10-01
82481,2017-10-29
82481,2017-11-05
82481,2017-11-29
84719,2011-05-07
84719,2011-05-17
84719,2011-07-06
84719,2011-07-11
84719,2011-07-16
84719,2011-07-19
84719,2011-07-22
84719,2011-07-24
84719,2011-08-24
84719,2011-08-30
84719,2011-09-08
84719,2011-09-12
84719,2011-09-22
84719,2011-09-25
84719,2011-10-25
84719,2011-11-04
84719,2011-11-21
84719,2011-11-27
84719,2011-12-05
84719,2011-12-08
84719,2011-12-15
84719,2012-01-17
84719,2012-01-22
84719,2012-01-31
84719,2012-02-17
84719,2012-02-21
84719,2012-02-27
84719,2012-03-07
84719,2012-03-12
84719,2012-03-20
84719,2012-03-25
84719,2012-04-03
84719,2012-04-10
84719,2012-04-16
84719,2012-04-23
84719,2012-04-30
84719,2012-05-08
84719,2012-05-17
84719,2012-05-21
84719,2012-05-31
84719,2012-06-06
84719,2012-06-12
84719,2012-06-21
84719,2012-07-09
84719,2012-07-12
84719,2012-07-14
84719,2012-07-28
84719,2012-08-02
84719,2012-08-25
84719,2012-08-30
84719,2012-09-11
84719,2012-09-17
84719,2012-09-24
84719,2012-10-05
84719,2012-10-07
84719,2012-10-14
84719,2012-10-16
84719,2012-10-18
84719,2012-10-22
84719,2012-10-27
84719,2012-11-01
84719,2012-11-07
84719,2012-11-16
84719,2012-11-22
84719,2012-11-26
84719,2013-01-02
84719,2013-01-09
84719,2013-01-21
84719,2013-02-05
84719,2013-05-11
84719,2013-05-18
84719,2013-06-03
84719,2013-06-10
84719,2013-06-15
84719,2013-06-23
84719,2013-07-04
84719,2013-09-07
84719,2013-09-11
84719,2013-09-17
84719,2013-09-21
84719,2013-09-25
84719,2014-02-13
84719,2014-03-03
84719,2014-03-18
84719,2014-03-26
84719,2014-04-05
84719,2014-04-19
84719,2014-04-22
84719,2014-04-27
84719,2014-05-12
84719,2014-05-26
84719,2014-06-03
84719,2014-06-08
84719,2014-06-12
84719,2014-07-01
84719,2014-07-16
84719,2014-07-22
84719,2014-07-25
84719,2014-08-02
84719,2014-08-20
84719,2014-08-25
84719,2014-09-08
84719,2014-09-14
84719,2014-09-19
84719,2014-09-21
84719,2014-09-30
84719,2014-10-08
84719,2014-10-15
84719,2014-10-25
84719,2014-11-02
84719,2014-11-22
84719,2014-11-30
84719,2014-12-15
84719,2014-12-29
84719,2015-01-04
84719,2015-01-31
84719,2015-02-02
84719,2015-02-09
84719,2015-02-15
84719,2015-04-11
84719,2015-05-22
84719,2015-06-04
84719,2015-06-15
84719,2015-06-22
84719,2015-06-28
84719,2015-06-28
84719,2015-07-30
84719,2015-09-30
84719,2015-10-04
84719,2015-10-13
84719,2015-11-02
84719,2015-11-14
84719,2015-11-20
84719,2016-01-31
84719,2016-04-06
84719,2016-04-11
84719,2016-04-26
84719,2016-05-04
84719,2016-05-06
84719,2016-05-11
84719,2016-05-15
84719,2016-06-06
84719,2016-07-31
84719,2016-09-11
84719,2016-09-19
84719,2016-09-26
84719,2016-10-11
84719,2016-10-16
84719,2016-10-24
84719,2016-11-14
84719,2016-11-26
84719,2016-11-28
84719,2016-11-30
84719,2017-01-19
84719,2017-01-29
84719,2017-02-07
84719,2017-02-26
84719,2017-03-12
84719,2017-03-19
84719,2017-03-28
84719,2017-04-14
84719,2017-05-27
84719,2017-06-13
84719,2017-08-21
84719,2017-08-27
84719,2017-09-08
84719,2017-09-15
84719,2017-10-09
84719,2017-10-30
84719,2017-12-29
84719,2018-02-10
84719,2018-04-02
84719,2018-12-16
84719,2019-01-22
84719,2019-04-04
84719,2019-05-09
84719,2019-05-30
84719,2019-06-16
84719,2019-09-24
84719,2019-10-05
84719,2019-10-20
84719,2019-10-27
84719,2020-02-04
84719,2020-02-10
84719,2020-03-09
86042,2011-06-20
86042,2011-10-08
86042,2011-11-02
86042,2012-04-03
86042,2012-05-29
86042,2012-10-16
86042,2013-06-24
86042,2013-09-18
86042,2013-10-12
86042,2013-10-23
86042,2013-10-28
86042,2014-01-02
86042,2014-04-22
86042,2014-05-01
86042,2014-05-09
86042,2014-05-12
86042,2014-05-18
86042,2014-06-02
86042,2014-06-05
86042,2014-07-06
86042,2014-07-15
86042,2014-09-09
86042,2014-09-16
86042,2014-09-27
86042,2014-10-02
86042,2014-10-20
86042,2014-12-01
86042,2014-12-08
86042,2014-12-30
86042,2015-03-25
86042,2015-04-09
86042,2015-04-19
86042,2015-05-04
86042,2015-06-09
86042,2015-06-15
86042,2015-07-08
86042,2015-09-16
86042,2015-09-23
86042,2015-09-28
86042,2015-10-13
86042,2015-10-22
86042,2015-10-25
